date,time,satellite,water_area_km2
1985-01-20,06:54:00,,0.0
1985-02-05,06:54:04,,0.0
1985-03-09,06:54:05,,0.0
1986-01-23,06:50:51,,0.0
1986-02-08,06:50:30,,0.0
1986-02-24,06:50:07,,0.0
1986-03-12,06:49:47,,0.0
1986-08-19,06:45:09,,0.0
1986-09-04,06:44:32,,0.0
1986-09-20,06:44:03,,0.0
1987-01-10,06:43:13,,0.0
1987-01-26,06:43:40,,0.0
1987-03-15,06:45:31,,0.0
1987-03-31,06:46:05,,0.0
1987-05-02,06:47:06,,0.0
1987-06-03,06:47:56,,0.0
1987-07-05,06:48:37,,0.0
1987-07-21,06:48:55,,0.0
1987-08-06,06:49:25,,0.0
1987-10-09,06:51:00,,0.0
1987-10-25,06:51:15,,0.0
1987-11-10,06:51:37,,0.0
1987-11-26,06:51:55,,0.0
1988-03-17,06:53:35,,0.0
1988-04-02,06:53:42,,0.0
1988-05-04,06:53:55,,0.0
1988-06-05,06:54:10,,0.0
1988-06-21,06:54:15,,0.0
1988-07-07,06:54:19,,0.0
1988-07-23,06:54:22,,0.0
1988-09-25,06:54:19,,0.0
1988-10-11,06:54:13,,0.0
1988-10-27,06:54:12,,0.0
1988-11-12,06:54:14,,0.0
1988-11-28,06:54:14,,0.0
1989-01-15,06:53:46,,0.0
1989-05-07,06:52:22,,0.0
1989-05-23,06:52:03,,0.0
1989-06-08,06:51:47,,0.0
1989-06-24,06:51:24,,0.0
1989-07-10,06:51:08,,0.0
1989-08-27,06:50:07,,0.0
1989-09-12,06:49:37,,0.0
1989-09-28,06:49:22,,0.0
1990-01-02,06:46:30,,0.0
1990-02-19,06:45:02,,0.0
1990-03-07,06:44:28,,0.0
1990-05-10,06:43:53,,0.0
1990-05-26,06:43:49,,0.0
1990-06-11,06:43:49,,0.0
1990-06-27,06:43:48,,0.0
1990-07-29,06:43:42,,0.0
1990-08-14,06:43:37,,0.0
1990-08-30,06:43:30,,0.0
1990-09-15,06:43:29,,0.0
