date,time,satellite,water_area_km2
2009-03-10,07:21:56,L7,0.0
2009-04-11,07:22:08,L7,0.0
2009-10-04,07:21:55,L7,0.0
2010-04-14,07:24:02,L7,0.0
2010-06-01,07:23:57,L7,0.0
2010-06-17,07:23:58,L7,0.0
2011-05-03,07:25:26,L7,0.0
2011-08-23,07:25:12,L7,0.0
2012-04-19,07:25:56,L7,0.0432
2012-09-26,07:27:22,L7,0.0036
2013-05-08,07:27:42,L7,0.0054
2013-10-23,07:33:36,L8,0.0882
2014-02-28,07:32:28,L8,0.0873
2014-03-08,07:28:37,L7,0.0765
2014-03-16,07:32:19,L8,0.0684
2014-04-01,07:32:02,L8,0.0909
2014-04-09,07:28:48,L7,0.0018
2014-04-17,07:31:44,L8,0.0837
2014-04-25,07:29:01,L7,0.063
2014-05-19,07:31:20,L8,0.0621
2014-11-03,07:30:01,L7,0.054
2014-12-05,07:30:12,L7,0.036
2015-02-07,07:30:31,L7,0.0729
2015-02-23,07:30:37,L7,0.0
2015-03-11,07:30:43,L7,0.0387
2015-03-27,07:30:52,L7,0.0855
2015-05-14,07:31:15,L7,0.0117
2015-05-30,07:31:19,L7,0.009
2015-07-01,07:31:27,L7,0.0522
2015-08-18,07:31:40,L7,0.0
2015-09-03,07:31:40,L7,0.0018
2015-09-19,07:31:46,L7,0.0
2015-09-27,07:31:49,L8,0.054
2015-10-05,07:31:48,L7,0.0144
2015-10-13,07:31:49,L8,0.0522
2015-10-21,07:32:08,L7,0.0585
2016-03-13,07:33:54,L7,0.0117
2016-05-16,07:34:13,L7,0.0
2016-06-09,07:31:30,L8,0.0207
2016-06-17,07:34:22,L7,0.0
2016-08-28,07:31:59,L8,0.045
2016-09-21,07:34:33,L7,0.0081
2016-09-29,07:32:03,L8,0.0504
2016-10-07,07:34:34,L7,0.0432
2016-10-15,07:32:09,L8,0.0738
2016-11-24,07:34:20,L7,0.0576
2016-12-02,07:32:09,L8,0.0684
2016-12-26,07:34:11,L7,0.0387
2017-03-08,07:31:37,L8,0.0495
2017-04-01,07:34:04,L7,0.0279
2017-04-09,07:31:20,L8,0.036
2017-04-17,07:34:11,L7,0.0135
2017-05-03,07:34:16,L7,0.0
2017-05-19,07:34:19,L7,0.0054
2017-06-20,07:34:27,L7,0.0027
2017-08-07,07:34:26,L7,0.0387
2017-09-08,07:34:25,L7,0.0009
2017-09-24,07:34:24,L7,0.0549
2017-10-10,07:34:26,L7,0.0153
2017-10-26,07:34:27,L7,0.045
2017-11-19,07:32:02,L8,0.0441
2017-12-05,07:31:58,L8,0.0702
2017-12-13,07:34:12,L7,0.0081
2017-12-29,07:34:01,L7,0.0432
2018-01-14,07:33:48,L7,0.0369
2018-01-22,07:31:48,L8,0.0774
2018-02-23,07:31:34,L8,0.0585
2018-03-03,07:33:10,L7,0.0
2018-03-11,07:31:25,L8,0.0531
2018-03-15,07:54:56,Sentinel-2A,0.0693
2018-03-19,07:32:58,L7,0.0297
2018-03-27,07:31:18,L8,0.045
2018-04-04,07:32:44,L7,0.0009
2018-05-06,07:32:10,L7,0.0297
2018-05-22,07:31:56,L7,0.0
2018-09-03,07:31:23,L8,0.0
2018-09-11,07:29:49,L7,0.0
2018-10-05,07:31:35,L8,0.0657
2018-10-13,07:29:03,L7,0.0459
2018-10-29,07:28:43,L7,0.0072
2019-01-14,07:54:59,Sentinel-2B,0.0693
2019-02-08,07:54:57,Sentinel-2A,0.0648
2019-02-10,07:31:34,L8,0.0072
2019-02-13,07:55:00,Sentinel-2B,0.0693
2019-03-22,07:24:32,L7,0.0405
2019-03-25,07:55:01,Sentinel-2B,0.0621
2019-03-30,07:31:22,L8,0.0513
2019-04-07,07:23:59,L7,0.0315
2019-04-14,07:55:05,Sentinel-2B,0.0594
2019-04-23,07:23:24,L7,0.0153
2019-05-01,07:31:14,L8,0.0306
2019-05-04,07:55:08,Sentinel-2B,0.0396
2019-05-09,07:22:47,L7,0.0036
2019-05-14,07:55:09,Sentinel-2B,0.0117
2019-06-23,07:55:08,Sentinel-2B,0.0
2019-06-26,07:21:01,L7,0.0
2019-07-03,07:55:09,Sentinel-2B,0.0
2019-08-07,07:55:04,Sentinel-2A,0.0135
2019-08-29,07:18:26,L7,0.0
2019-09-14,07:17:44,L7,0.0171
2019-09-16,07:54:59,Sentinel-2A,0.0666
2019-10-11,07:55:01,Sentinel-2B,0.0657
2019-10-16,07:16:23,L7,0.0189
2019-11-01,07:15:41,L7,0.0225
2019-11-02,07:45:08,Sentinel-2A,0.0432
2019-11-05,07:55:03,Sentinel-2A,0.036
2019-11-10,07:55:00,Sentinel-2B,0.0144
2019-11-15,07:55:02,Sentinel-2A,0.0261
2019-12-30,07:54:55,Sentinel-2B,0.0189
2020-02-15,07:45:01,Sentinel-2B,0.0
2020-02-18,07:54:56,Sentinel-2B,0.0
2020-02-23,07:54:55,Sentinel-2A,0.0
2020-04-05,07:45:02,Sentinel-2B,0.0
2020-04-08,07:54:57,Sentinel-2B,0.0
2020-04-09,07:07:28,L7,0.0
2020-04-25,07:06:32,L7,0.0
2020-05-11,07:05:34,L7,0.0054
2020-05-25,07:45:06,Sentinel-2B,0.0423
2020-05-27,07:04:34,L7,0.0
2020-05-28,07:55:01,Sentinel-2B,0.0459
2020-06-07,07:55:02,Sentinel-2B,0.063
2020-06-24,07:45:08,Sentinel-2B,0.0297
2020-06-27,07:55:03,Sentinel-2B,0.0576
2020-06-28,07:02:43,L7,0.0009
2020-07-07,07:55:02,Sentinel-2B,0.0045
2020-08-31,06:58:42,L7,0.0
2020-09-05,07:55:03,Sentinel-2B,0.0657
2020-09-10,07:55:04,Sentinel-2A,0.0738
2020-09-20,07:55:05,Sentinel-2A,0.0567
2020-09-24,07:32:06,L8,0.0333
2020-09-25,07:55:03,Sentinel-2B,0.0369
2020-10-02,06:56:37,L7,0.0144
2020-10-10,07:32:09,L8,0.0225
2020-10-18,06:55:35,L7,0.0135
2020-10-20,07:55:06,Sentinel-2A,0.0315
2020-10-22,07:45:09,Sentinel-2B,0.0315
2020-10-25,07:55:03,Sentinel-2B,0.027
2020-10-30,07:55:05,Sentinel-2A,0.0207
2020-11-03,06:54:32,L7,0.0036
